film,year,wiki_url,oscar_winner,detail_url,producers,production_company,original_budget,converted_budget
Casablanca,1943,http://en.wikipedia.org/wiki/Casablanca_(film),True,http://oscars.yipitdata.com/films/Casablanca_(film),Hal B. Wallis,Warner Bros.,"$878,000 [ 3 ]",878000
For Whom the Bell Tolls,1943,http://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls_(film),False,http://oscars.yipitdata.com/films/For_Whom_the_Bell_Tolls_(film),Sam Wood,Paramount,,0
Heaven Can Wait,1943,http://en.wikipedia.org/wiki/Heaven_Can_Wait_(1943_film),False,http://oscars.yipitdata.com/films/Heaven_Can_Wait_(1943_film),Ernst Lubitsch,20th Century Fox,"$1,115,000 [ 2 ]",1115000
The Human Comedy,1943,http://en.wikipedia.org/wiki/The_Human_Comedy_(film),False,http://oscars.yipitdata.com/films/The_Human_Comedy_(film),Clarence Brown,Metro-Goldwyn-Mayer,$1.0 million [ 1 ] [ 2 ],1000000
In Which We Serve,1943,http://en.wikipedia.org/wiki/In_Which_We_Serve,False,http://oscars.yipitdata.com/films/In_Which_We_Serve,Noël Coward,Two Cities Films,"£240,000 [ 1 ]",312000
Madame Curie,1943,http://en.wikipedia.org/wiki/Madame_Curie_(film),False,http://oscars.yipitdata.com/films/Madame_Curie_(film),Sidney Franklin,Metro-Goldwyn-Mayer,"$1,938,000 [ 1 ]",1938000
The More the Merrier,1943,http://en.wikipedia.org/wiki/The_More_the_Merrier,False,http://oscars.yipitdata.com/films/The_More_the_Merrier,George Stevens,Columbia,"$878,000 [ 2 ]",878000
The Ox-Bow Incident,1943,http://en.wikipedia.org/wiki/The_Ox-Bow_Incident,False,http://oscars.yipitdata.com/films/The_Ox-Bow_Incident,Lamar Trotti,20th Century Fox,"$565,000 [ 1 ]",565000
The Song of Bernadette,1943,http://en.wikipedia.org/wiki/The_Song_of_Bernadette_(film),False,http://oscars.yipitdata.com/films/The_Song_of_Bernadette_(film),William Perlberg,20th Century Fox,$1.6 million [ 1 ],1600000
Watch on the Rhine,1943,http://en.wikipedia.org/wiki/Watch_on_the_Rhine,False,http://oscars.yipitdata.com/films/Watch_on_the_Rhine,Hal B. Wallis,Warner Bros.,,0
Going My Way,1944,http://en.wikipedia.org/wiki/Going_My_Way,True,http://oscars.yipitdata.com/films/Going_My_Way,Leo McCarey,Paramount,,0
Double Indemnity,1944,http://en.wikipedia.org/wiki/Double_Indemnity_(film),False,http://oscars.yipitdata.com/films/Double_Indemnity_(film),Joseph Sistrom,Paramount,"$980,000 [ 1 ]",980000
Gaslight,1944,http://en.wikipedia.org/wiki/Gaslight_(1944_film),False,http://oscars.yipitdata.com/films/Gaslight_(1944_film),"Arthur Hornblow, Jr.",Metro-Goldwyn-Mayer,"$2,068,000 [ 1 ]",2068000
Since You Went Away,1944,http://en.wikipedia.org/wiki/Since_You_Went_Away,False,http://oscars.yipitdata.com/films/Since_You_Went_Away,David O. Selznick,"Selznick International, United Artists","$3,257,000 [ 2 ]",3257000
Wilson,1944,http://en.wikipedia.org/wiki/Wilson_(film),False,http://oscars.yipitdata.com/films/Wilson_(film),Darryl F. Zanuck,20th Century Fox,"$2,995,000 [ 1 ]",2995000
The Lost Weekend,1945,http://en.wikipedia.org/wiki/The_Lost_Weekend_(film),True,http://oscars.yipitdata.com/films/The_Lost_Weekend_(film),Charles Brackett,Paramount,$1.25 million,1250000
Anchors Aweigh,1945,http://en.wikipedia.org/wiki/Anchors_Aweigh_(film),False,http://oscars.yipitdata.com/films/Anchors_Aweigh_(film),Joe Pasternak,Metro-Goldwyn-Mayer,"$2,580,000 [ 1 ]",2580000
The Bells of St. Mary's,1945,http://en.wikipedia.org/wiki/The_Bells_of_St._Mary%27s,False,http://oscars.yipitdata.com/films/The_Bells_of_St._Mary%2527s,Leo McCarey,RKO Radio,,0
Mildred Pierce,1945,http://en.wikipedia.org/wiki/Mildred_Pierce_(film),False,http://oscars.yipitdata.com/films/Mildred_Pierce_(film),Jerry Wald,Warner Bros.,"$1,453,000",1453000
Spellbound,1945,http://en.wikipedia.org/wiki/Spellbound_(1945_film),False,http://oscars.yipitdata.com/films/Spellbound_(1945_film),David O. Selznick,"Selznick International, United Artists",US$1.5 million,1500000
The Best Years of Our Lives,1946,http://en.wikipedia.org/wiki/The_Best_Years_of_Our_Lives,True,http://oscars.yipitdata.com/films/The_Best_Years_of_Our_Lives,Samuel Goldwyn,RKO Radio,$2.1 million [ 1 ],2100000
Henry V,1946,http://en.wikipedia.org/wiki/Henry_V_(1944_film),False,http://oscars.yipitdata.com/films/Henry_V_(1944_film),Laurence Olivier,Two Cities Films,"£475,708 (or $2 million) [ 2 ] [ 3 ]",618420
It's a Wonderful Life,1946,http://en.wikipedia.org/wiki/It%27s_a_Wonderful_Life,False,http://oscars.yipitdata.com/films/It%2527s_a_Wonderful_Life,Frank Capra,RKO Radio,$3.18 million [ N 1 ],3180000
The Razor's Edge,1946,http://en.wikipedia.org/wiki/The_Razor%27s_Edge_(1946_film),False,http://oscars.yipitdata.com/films/The_Razor%2527s_Edge_(1946_film),Darryl F. Zanuck,20th Century Fox,$1.2 million,1200000
The Yearling,1946,http://en.wikipedia.org/wiki/The_Yearling_(film),False,http://oscars.yipitdata.com/films/The_Yearling_(film),Sidney Franklin,Metro-Goldwyn-Mayer,"$3,883,000 [ 1 ] [ 2 ]",3883000
Gentleman's Agreement,1947,http://en.wikipedia.org/wiki/Gentleman%27s_Agreement,True,http://oscars.yipitdata.com/films/Gentleman%2527s_Agreement,Darryl F. Zanuck,20th Century Fox,"$1,985,000 [ 1 ]",1985000
The Bishop's Wife,1947,http://en.wikipedia.org/wiki/The_Bishop%27s_Wife,False,http://oscars.yipitdata.com/films/The_Bishop%2527s_Wife,Samuel Goldwyn,RKO Radio,,0
Crossfire,1947,http://en.wikipedia.org/wiki/Crossfire_(film),False,http://oscars.yipitdata.com/films/Crossfire_(film),Adrian Scott,RKO Radio,"$678,000 [ 2 ]",678000
Great Expectations,1947,http://en.wikipedia.org/wiki/Great_Expectations_(1946_film),False,http://oscars.yipitdata.com/films/Great_Expectations_(1946_film),Ronald Neame,Cineguild,"₤375,000 [ 2 ]",412500
Miracle on 34th Street,1947,http://en.wikipedia.org/wiki/Miracle_on_34th_Street,False,http://oscars.yipitdata.com/films/Miracle_on_34th_Street,William Perlberg,20th Century Fox,"$630,000",630000
Hamlet,1948,http://en.wikipedia.org/wiki/Hamlet_(1948_film),True,http://oscars.yipitdata.com/films/Hamlet_(1948_film),Laurence Olivier,Two Cities Films,"£527,530 [ 1 ]",685789
Johnny Belinda,1948,http://en.wikipedia.org/wiki/Johnny_Belinda_(1948_film),False,http://oscars.yipitdata.com/films/Johnny_Belinda_(1948_film),Jerry Wald,Warner Bros.,,0
The Red Shoes,1948,http://en.wikipedia.org/wiki/The_Red_Shoes_(1948_film),False,http://oscars.yipitdata.com/films/The_Red_Shoes_(1948_film),"Michael Powell , Emeric Pressburger","Independent Producers, The Archers","£ 505,581 [ 1 ]",657255
The Snake Pit,1948,http://en.wikipedia.org/wiki/The_Snake_Pit,False,http://oscars.yipitdata.com/films/The_Snake_Pit,"Anatole Litvak , Robert Bassler",20th Century Fox,,0
The Treasure of the Sierra Madre,1948,http://en.wikipedia.org/wiki/The_Treasure_of_the_Sierra_Madre_(film),False,http://oscars.yipitdata.com/films/The_Treasure_of_the_Sierra_Madre_(film),Henry Blanke,Warner Bros.,$3 million [ 1 ],3000000
All the King's Men,1949,http://en.wikipedia.org/wiki/All_the_King%27s_Men_(1949_film),True,http://oscars.yipitdata.com/films/All_the_King%2527s_Men_(1949_film),Robert Rossen,"Rossen, Columbia",,0
Battleground,1949,http://en.wikipedia.org/wiki/Battleground_(1949_film),False,http://oscars.yipitdata.com/films/Battleground_(1949_film),Dore Schary,Metro-Goldwyn-Mayer,"$1,631,000 [ 1 ] [ 2 ]",1631000
The Heiress,1949,http://en.wikipedia.org/wiki/The_Heiress,False,http://oscars.yipitdata.com/films/The_Heiress,William Wyler,Paramount,$2.6 million,2600000
A Letter to Three Wives,1949,http://en.wikipedia.org/wiki/A_Letter_to_Three_Wives,False,http://oscars.yipitdata.com/films/A_Letter_to_Three_Wives,Sol C. Siegel,20th Century Fox,,0
Twelve O'Clock High,1949,http://en.wikipedia.org/wiki/Twelve_O%27Clock_High,False,http://oscars.yipitdata.com/films/Twelve_O%2527Clock_High,Darryl F. Zanuck,20th Century Fox,,0
All About Eve,1950,http://en.wikipedia.org/wiki/All_About_Eve,True,http://oscars.yipitdata.com/films/All_About_Eve,Darryl F. Zanuck,20th Century Fox,$1.4 million [ 2 ] [ 3 ],1400000
Born Yesterday,1950,http://en.wikipedia.org/wiki/Born_Yesterday_(1950_film),False,http://oscars.yipitdata.com/films/Born_Yesterday_(1950_film),S. Sylvan Simon,Columbia,,0
Father of the Bride,1950,http://en.wikipedia.org/wiki/Father_of_the_Bride_(1950_film),False,http://oscars.yipitdata.com/films/Father_of_the_Bride_(1950_film),Pandro S. Berman,Metro-Goldwyn-Mayer,"$1,215,000 [ 1 ] [ 2 ]",1215000
King Solomon's Mines,1950,http://en.wikipedia.org/wiki/King_Solomon%27s_Mines_(1950_film),False,http://oscars.yipitdata.com/films/King_Solomon%2527s_Mines_(1950_film),Sam Zimbalist,Metro-Goldwyn-Mayer,"$2,258,000 [ 1 ]",2258000
Sunset Boulevard,1950,http://en.wikipedia.org/wiki/Sunset_Boulevard_(film),False,http://oscars.yipitdata.com/films/Sunset_Boulevard_(film),Charles Brackett,Paramount,$1.75 million,1750000
An American in Paris,1951,http://en.wikipedia.org/wiki/An_American_in_Paris_(film),True,http://oscars.yipitdata.com/films/An_American_in_Paris_(film),Arthur Freed,Metro-Goldwyn-Mayer,"$2,724,000 [ 1 ]",2724000
Decision Before Dawn,1951,http://en.wikipedia.org/wiki/Decision_Before_Dawn,False,http://oscars.yipitdata.com/films/Decision_Before_Dawn,"Anatole Litvak , Frank McCarthy",20th Century Fox,,0
A Place in the Sun,1951,http://en.wikipedia.org/wiki/A_Place_in_the_Sun_(film),False,http://oscars.yipitdata.com/films/A_Place_in_the_Sun_(film),George Stevens,Paramount,"$2,295,304",2295304
Quo Vadis,1951,http://en.wikipedia.org/wiki/Quo_Vadis_(1951_film),False,http://oscars.yipitdata.com/films/Quo_Vadis_(1951_film),Sam Zimbalist,Metro-Goldwyn-Mayer,"$7,623,000 [ 1 ] [ 2 ]",7623000
A Streetcar Named Desire,1951,http://en.wikipedia.org/wiki/A_Streetcar_Named_Desire_(1951_film),False,http://oscars.yipitdata.com/films/A_Streetcar_Named_Desire_(1951_film),Charles K. Feldman,Warner Bros.,$1.8 million [ 1 ],1800000
The Greatest Show on Earth,1952,http://en.wikipedia.org/wiki/The_Greatest_Show_on_Earth,True,http://oscars.yipitdata.com/films/The_Greatest_Show_on_Earth,Cecil B. DeMille,Paramount,,0
High Noon,1952,http://en.wikipedia.org/wiki/High_Noon,False,http://oscars.yipitdata.com/films/High_Noon,Stanley Kramer,United Artists,"$730,000 [ 1 ]",730000
Ivanhoe,1952,http://en.wikipedia.org/wiki/Ivanhoe_(1952_film),False,http://oscars.yipitdata.com/films/Ivanhoe_(1952_film),Pandro S. Berman,Metro-Goldwyn-Mayer,"$3,842,000 [ 1 ]",3842000
